X,Y
0.007807792174093109,0.9593170074709484
0.01608691735276313,0.9084139084075278
0.01799102756609461,0.8968215501185427
0.03236603416054251,0.810849972049899
0.07372695394661566,0.5818733576337457
0.08270537868042371,0.536366667289908
0.08466873109164563,0.5266340473297787
0.0860132100704396,0.5200152939294627
0.09456114309011099,0.4788229961450541
0.14536768697301117,0.26762309750195806
0.1678262025424333,0.1936076921530794
0.1843843073412179,0.1468529016315152
0.18491975316689935,0.1454519892363011
0.2403624208299444,0.037621624174761385
0.2784065096753672,0.0047733392079969475
0.2883850598393707,0.0013680187827201109
0.2927334931064296,0.0005331693936364523
0.3070958890465292,0.0005011000051565598
0.33393237522701913,0.011130194455996952
0.34559822189130696,0.019830451018516368
0.34797525527934337,0.021890544535959334
0.3492227075288943,0.023009756839855462
0.3496385200196057,0.023388615354736218
0.36336143522702447,0.03748023027999913
0.4015380283789627,0.09159124835693884
0.4395213738978141,0.16378714306339123
0.43983948421405206,0.16445658586735745
0.4408454113119067,0.16657986623610746
0.44587406689999387,0.17733672813430318
0.46221445227259217,0.21382393359457003
0.4635422064884738,0.21688447498124738
0.4709127309866208,0.2341136479395628
0.48538281699413766,0.2690207850339621
0.5544134771132043,0.4482727478878166
0.557773770549181,0.457259159734663
0.5579640203992904,0.457768044886438
0.5631450609180524,0.47162760104888934
0.5717684209107396,0.49468024049299314
0.5764987889355977,0.5073035482797835
0.5925477586008414,0.5498971956886399
0.6497930863939896,0.6951850919821279
0.6547401332493896,0.7069968684139447
0.6568217465413477,0.7119222075742186
0.6599930998835513,0.7193733689225023
0.6932101186471114,0.7931757467523262
0.6964373558663919,0.7998926891931195
0.7200947266839224,0.846367896248001
0.7238414762967063,0.8532585167948832
0.7294241441037652,0.8632747934650132
0.7323810825043795,0.8684563439136581
0.7406809321303633,0.8825322325477264
0.7784163948261478,0.9372993184471254
0.7825278573916332,0.9423038143229213
0.7829759368473796,0.9428373448480285
0.7837137376737005,0.9437107410174707
0.797762472418067,0.9591145596589643
0.8076008340954539,0.9684892496890329
0.8135345423324862,0.9735696874864804
0.8141579653956033,0.9740781604829559
0.820614868446504,0.9790594962877751
0.8237958808067019,0.9813214030704329
0.8260432610383894,0.9828425123746303
0.8817266505469501,0.9996982499445405
0.9121119373937523,0.9916326850926801
0.9229598609256566,0.9857711105938688
0.9236878260191341,0.9853216608498467
0.9337161441516395,0.9784136310626413
0.9560728215280854,0.9582300132883242
0.9627152470194957,0.950971426401195
0.9797907714271021,0.9296945837068935
0.9840105743489413,0.9238616153229001
1.0060458065168367,0.8897697778688588
1.015737120292604,0.8728798765887651
1.039824160326054,0.826047766723996
1.056247067323115,0.7902860798179614
1.0592422702949342,0.7834403582474213
1.082510324967477,0.7269894999285489
1.088836080439016,0.7106727478794626
1.0898632059407172,0.7079855031419934
1.0961514267565127,0.6913067297276315
1.1012918020520654,0.6773867552421325
1.1013519375858145,0.6772224101075027
1.1241366410321563,0.6125452839042718
1.161437022671345,0.4971533697518334
1.1846135665764148,0.42029786435424554
1.1869831143145486,0.4122447096222372
1.2115001862302073,0.32703848603193025
1.217547126686516,0.30554191616496346
1.2222127740949533,0.2888393533319009
1.2262350825518604,0.2743625441941328
1.2318096637076241,0.254186566810967
1.239648337083219,0.22561007718489434
1.2498528069711146,0.1880829698589328
1.2596869490409368,0.1516135616231556
1.2909385687628259,0.03427863905678228
1.3137458562976807,-0.05207813526935559
1.3218202594089403,-0.0826675360640054
1.3241140282439803,-0.09135228396680825
