X,Y
0.007807792174093109,13.883708451749543
0.01608691735276313,13.736071118304158
0.01799102756609461,13.71392396488308
0.03236603416054251,13.490460418666373
0.07372695394661566,12.841620483378007
0.08270537868042371,12.70101627358684
0.08466873109164563,12.670544151362476
0.0860132100704396,12.6585154918561
0.09456114309011099,12.535655527972102
0.14536768697301117,11.755446924820395
0.1678262025424333,11.436591303942205
0.1843843073412179,11.190661923983434
0.18491975316689935,11.175936996970632
0.2403624208299444,10.390164958245723
0.2784065096753672,9.850034874868498
0.2883850598393707,9.726504950502086
0.2927334931064296,9.644757221000642
0.3070958890465292,9.461566883623139
0.33393237522701913,9.087106653739736
0.34559822189130696,8.960271979980837
0.34797525527934337,8.91776328526278
0.3492227075288943,8.876491200554442
0.3496385200196057,8.882413451708002
0.36336143522702447,8.722160214848884
0.4015380283789627,8.219848467039832
0.4395213738978141,7.738625626747929
0.43983948421405206,7.731445839896057
0.4408454113119067,7.724983026827544
0.44587406689999387,7.685053895516673
0.46221445227259217,7.476173533522768
0.4635422064884738,7.4432028617590715
0.4709127309866208,7.3504211322352155
0.48538281699413766,7.187892282090352
0.5544134771132043,6.359319994424078
0.557773770549181,6.333101853156637
0.5579640203992904,6.326874802464375
0.5631450609180524,6.252021660699193
0.5717684209107396,6.171703253425891
0.5764987889355977,6.092450388359673
0.5925477586008414,5.931607066832762
0.6497930863939896,5.287451840636675
0.6547401332493896,5.225817392245324
0.6568217465413477,5.222925051182014
0.6599930998835513,5.16548075351669
0.6932101186471114,4.835818322409972
0.6964373558663919,4.800515006085199
0.7200947266839224,4.551860561397196
0.7238414762967063,4.486725181987414
0.7294241441037652,4.464796359003645
0.7323810825043795,4.414866604349651
0.7406809321303633,4.325718540926593
0.7784163948261478,3.9809771248938506
0.7825278573916332,3.933005638177171
0.7829759368473796,3.9260830428547164
0.7837137376737005,3.925426342045889
0.797762472418067,3.7819665893953096
0.8076008340954539,3.6650880416941107
0.8135345423324862,3.6211407534155873
0.8141579653956033,3.633220629052892
0.820614868446504,3.5893364713755105
0.8237958808067019,3.52941638651803
0.8260432610383894,3.5315246072025426
0.8817266505469501,3.038692026746824
0.9121119373937523,2.7375372714880846
0.9229598609256566,2.63493101022874
0.9236878260191341,2.6148506957018394
0.9337161441516395,2.551741620577841
0.9560728215280854,2.3674651925932446
0.9627152470194957,2.3010677852664196
0.9797907714271021,2.160447098611
0.9840105743489413,2.134625044256326
1.0060458065168367,1.9771915763848102
1.015737120292604,1.8546698024950015
1.039824160326054,1.7009541959143277
1.056247067323115,1.5772975409970413
1.0592422702949342,1.5409009829718197
