X,Y
0.06077535536040468,0.03920770879720327
0.11846452499212301,0.10913367082672124
0.17072758019843182,0.10703037948578618
0.19235393445207194,0.15700469705001327
0.21328943492408037,0.17486258393573978
0.24458785201704014,0.20077927722038966
0.2741907749414052,0.21038493700357513
0.28830146602927176,0.22472985512714472
0.30763468209194933,0.2520409748449075
0.3791255380629872,0.3057062649794833
0.39554936010760056,0.29896171532093574
0.41147734644637435,0.32763934672556166
0.41580369471806833,0.31193596906295684
0.42295022324024245,0.33039671438344076
0.4762584069814393,0.3944955014280898
0.5262120529944241,0.4190978746672534
0.5712975802936153,0.441127190541874
0.583669395936373,0.4724800356146795
0.6726271611940939,0.547876835546958
0.6812933758121975,0.5448274995636282
0.8337445687939464,0.6803151853519477
0.8569363912637291,0.6986906500995372
0.9500037465622251,0.7643067672026823
1.0545717249860864,0.8377902633826552
1.0615011960594947,0.8546471715091614
1.0815940104144062,0.8520886474154642
1.0964782296526598,0.8921752171947293
1.1290502567409,0.9056099189901862
1.165491058297805,0.9303770123144768
1.1815483362815487,0.9379712521923615
1.208541892549694,0.9749930409544159
1.2086070609920219,0.9509485670847003
1.292423318944631,1.0225168143853614
1.3400326809385206,1.056682189072281
1.3409219887650705,1.085521419826187
1.3453651765684036,1.0864213313425093
1.3620941780988813,1.076648670964443
1.3827336723086106,1.0969368658308627
1.3871435667934797,1.1208675454790045
1.4548312426966454,1.1710450893217788
1.5111230328937335,1.1954715280812438
1.5373827982282995,1.2167122571519489
1.6351556475958295,1.3116091211063274
1.7057003107649304,1.3664567166804424
1.7127927954607118,1.37162589950926
1.7362526343022537,1.3959216110664305
1.781310724398475,1.434536315942753
1.8010517980238419,1.4405454823348038
1.8155470559202334,1.464424773610483
1.8202241952499065,1.4555682098543443
1.8458640438450598,1.4785977615906867
1.8526894014013626,1.4661545723866187
1.8786347572073003,1.489424604100523
1.888402774987644,1.5090178818358173
1.9045689497179827,1.5414649036952275
1.9406262786511839,1.5437242588639635
1.9640159220481817,1.5638201414712762
2.0176381709434326,1.5919985459213748
2.0760460646880663,1.6580722919306614
2.1009192481917047,1.6760322298474513
2.3366904906206045,1.875287130496869
2.3845851195913434,1.8973521660039776
2.420921526110777,1.9301955401912694
2.444859069785709,1.954405050498016
2.5431100153401225,2.0249167005414543
2.692820968933326,2.14141456391798
2.7694870926946322,2.214549991733402
2.8316145952757594,2.2630583185059217
2.832886983293375,2.268955220426358
2.853381218182464,2.2792106607958975
2.960701271663326,2.353192952682047
3.011144973879814,2.4184846487715412
3.0233964816243413,2.403696133801808
3.0760983953803374,2.4566678931110553
3.0831973426358754,2.4710897428035206
3.143397459675774,2.5145074138228014
3.173501390946279,2.548065001481105
3.1765202140193534,2.529134971715618
3.216850534368123,2.581778171449143
3.238160094045682,2.5959839315449553
3.2914520490794255,2.630868636776275
3.306889585984223,2.639173839666088
3.330856775453473,2.65416648681137
3.361312080481457,2.668544437795847
3.3859342609610117,2.700246341061502
3.419262327793474,2.746048738535217
3.4456020976933663,2.742964028767672
3.457068093305611,2.7765683136234998
3.459431243611065,2.7717642792643065
3.528368363154672,2.8212104895708103
3.536468675416285,2.8293158837344943
3.5651972130570417,2.839609435883584
3.6100092200765985,2.8857730564749873
3.6187218945264954,2.9007543414024486
3.6442531511777014,2.926914723863868
3.7229195730328986,2.9859382333884983
3.7330591708525658,2.993665053798983
3.7952984156649956,3.0519003821662283
3.850117159070474,3.072248000299242
3.974846134074319,3.182969355917309
0.06532629243756727,0.048667539078364214
0.15219000207691114,0.1184844492703001
0.17224337781803634,0.1442512340667473
0.18842989257897358,0.16657500856298219
0.30465118285582715,0.25152595350089246
0.3142110013698547,0.24997053058831645
0.39127121072399795,0.3231466493271299
0.4360546500836513,0.3509197852442066
0.4362406734714588,0.3469463582857124
0.5339071174248993,0.42205172116385703
0.5524734142852017,0.4439848131142874
0.6464850417271437,0.5163272963376587
0.6468884832462889,0.5221247870529174
0.6644813758923682,0.5431669164635978
0.6799929123636961,0.5401392287326081
0.7236145901925317,0.5845255565143077
0.7274700987758527,0.5835903175678437
0.7725128156300256,0.600932193559852
0.7753263069829321,0.6145870722903924
0.8021091235634694,0.6271814132412212
0.818873591017419,0.6678088350169913
0.8237993770485916,0.6740955106971177
0.8672674503401581,0.6872655611021865
0.9697851975273544,0.7835288649147518
